price,bedrooms,bathrooms,sqft_living,view,grade,sqft_above,sqft_basement,lat,sqft_living15
89950.0,1,1.0,570,0,5,570,0,47.5098,890
158800.0,3,1.0,960,0,6,960,0,47.5006,1110
870000.0,4,3.0,2940,1,9,2220,720,47.5437,2240
196000.0,3,1.5,1000,0,6,1000,0,47.2976,1610
850000.0,3,1.75,2450,0,8,1340,1110,47.6536,2280
775000.0,4,2.5,3310,0,9,3310,0,47.6649,3010
483500.0,3,2.5,1670,0,8,1670,0,47.5307,1670
387000.0,3,1.5,1620,0,7,1620,0,47.767,1600
900000.0,3,3.0,2990,0,10,2990,0,47.7602,1750
336000.0,3,1.5,1240,2,7,1240,0,47.5659,1050
415000.0,2,1.0,670,0,6,670,0,47.561,1240
380000.0,0,0.0,1470,2,8,1470,0,47.7145,1470
350000.0,3,1.5,1320,0,6,1320,0,47.6231,1350
1320000.0,4,5.25,6110,0,11,6110,0,47.5285,4190
765000.0,3,1.75,2440,3,8,1320,1120,47.6474,2530
527000.0,4,2.5,2900,0,8,2900,0,47.4954,2900
524000.0,4,2.75,2310,0,8,1480,830,47.5502,1100
448000.0,2,1.0,1110,0,6,890,220,47.6925,1300
775000.0,4,3.25,4100,0,9,2500,1600,47.7302,3770
176500.0,3,1.0,930,0,5,930,0,47.3745,930
750000.0,4,2.25,2420,2,8,1620,800,47.4954,2210
1265000.0,4,2.25,2870,0,8,1730,1140,47.6362,2370
250000.0,3,1.0,1480,0,7,1480,0,47.505,1480
759000.0,3,2.75,1960,2,8,1960,0,47.6032,2440
640000.0,3,2.0,1470,0,7,1470,0,47.6398,1700
990000.0,3,3.25,2460,0,8,2100,360,47.6782,2370
395000.0,4,1.75,1960,0,7,980,980,47.7326,1290
275000.0,2,1.5,1160,0,7,890,270,47.7677,1160
390000.0,3,2.5,1910,0,8,1910,0,47.4956,2460
752500.0,5,2.75,2720,0,8,1710,1010,47.6612,1670
450000.0,2,1.0,1020,0,6,1020,0,47.6725,1490
473000.0,2,1.0,900,0,7,900,0,47.6804,1400
178500.0,3,1.75,1120,0,7,1120,0,47.4418,1250
485000.0,3,2.5,2340,0,8,2340,0,47.4052,2700
215000.0,3,1.5,1410,0,7,780,630,47.2914,1440
589000.0,4,1.75,1920,0,7,1060,860,47.5747,1840
325000.0,4,1.75,1370,0,6,1370,0,47.7572,1650
580000.0,3,2.5,1590,0,8,1590,0,47.5903,1620
181100.0,4,1.75,1850,0,7,1850,0,47.4217,1460
345000.0,3,2.0,1430,0,7,830,600,47.6462,1540
781000.0,3,1.75,1940,0,8,1460,480,47.7027,2250
402500.0,4,1.0,1270,0,7,1270,0,47.6135,1420
426000.0,3,1.5,1380,0,7,1080,300,47.5292,1220
389000.0,3,2.5,1720,0,7,1720,0,47.5426,2220
670000.0,6,3.0,4050,0,8,2620,1430,47.4708,3660
1506000.0,4,3.25,3660,0,10,3360,300,47.6283,3240
288400.0,3,2.25,1870,0,7,1870,0,47.4915,1620
700000.0,4,2.0,2230,0,7,1510,720,47.682,1520
830000.0,4,3.0,2020,0,8,1220,800,47.6563,1400
1899000.0,2,2.75,3690,4,12,3690,0,47.4485,2310
350500.0,2,1.0,1450,0,7,1450,0,47.6924,1240
431000.0,3,1.75,1630,0,7,1630,0,47.4521,1600
485000.0,3,2.5,1840,1,8,1340,500,47.7767,1970
780000.0,3,1.5,1620,2,8,1620,0,47.7014,2440
720000.0,2,1.5,1840,2,8,1340,500,47.5281,1880
415000.0,3,1.0,1360,0,7,1360,0,47.7528,2040
480000.0,4,1.0,2080,0,7,1040,1040,47.6838,1280
452250.0,4,2.25,2550,0,7,1560,990,47.77,2440
316000.0,3,2.5,2550,0,8,2550,0,47.311,1840
700000.0,2,1.0,1160,4,6,1160,0,47.5117,1510
285000.0,4,2.0,1760,1,7,780,980,47.5183,1510
575000.0,3,1.75,1720,0,7,860,860,47.6782,1720
590000.0,3,2.25,2300,2,8,1580,720,47.435,2500
587500.0,4,1.75,2500,2,8,1600,900,47.431,2170
364000.0,4,2.25,1750,0,8,1750,0,47.7612,1750
490000.0,3,2.5,1890,0,8,1890,0,47.6478,2080
410000.0,3,2.25,1800,0,8,1360,440,47.4688,2730
520000.0,3,2.5,2160,0,9,2160,0,47.5476,2160
389000.0,3,1.0,1380,0,7,1380,0,47.7164,1610
450000.0,2,1.0,1180,0,7,1180,0,47.6531,1600
325000.0,3,2.5,2550,0,7,2550,0,47.3986,2550
660000.0,2,1.0,1070,0,7,1070,0,47.6631,1400
850000.0,3,2.25,2870,0,10,2250,620,47.5363,1310
285000.0,3,2.5,1940,0,7,1940,0,47.3794,1860
395000.0,2,1.0,870,0,7,870,0,47.6659,1570
440000.0,3,2.0,1550,0,7,1550,0,47.6545,1550
249000.0,3,1.75,1400,0,6,1400,0,47.5133,2320
635000.0,3,1.75,1210,0,8,1210,0,47.6621,2020
515000.0,3,2.5,3430,0,9,3430,0,47.2609,2460
1400000.0,3,3.25,3020,0,9,3020,0,47.6332,3020
200000.0,2,1.0,950,0,6,950,0,47.4572,1620
1135000.0,4,2.75,3370,3,9,1970,1400,47.5232,2120
445000.0,4,1.0,1460,2,6,780,680,47.566,1560
555000.0,3,1.5,1740,0,7,1640,100,47.6782,1660
537000.0,4,2.0,1720,0,7,860,860,47.5734,1280
315000.0,3,1.75,1480,0,7,1480,0,47.4629,1480
805000.0,5,2.5,3320,0,9,3320,0,47.5862,3060
414000.0,4,2.5,3490,0,8,3490,0,47.3198,2540
375000.0,2,1.5,1160,0,7,1160,0,47.5916,1458
401000.0,4,1.75,3010,0,8,1780,1230,47.707,2040
210000.0,3,1.0,1030,0,7,1030,0,47.4231,1730
365000.0,2,1.0,980,0,7,780,200,47.7002,1430
178000.0,5,1.5,1990,0,7,1990,0,47.4938,1860
710000.0,2,1.0,1790,0,7,1040,750,47.6405,1310
255000.0,2,1.0,810,0,6,810,0,47.489,1440
528000.0,5,2.25,2940,0,8,1700,1240,47.7653,2620
537000.0,4,4.25,4883,3,10,3859,1024,47.263,3736
442000.0,4,1.5,1360,0,7,1010,350,47.5755,1520
375000.0,3,1.75,1370,0,7,1370,0,47.7002,1430
637250.0,4,2.5,2120,0,9,2120,0,47.6662,2120
427500.0,3,1.75,1240,0,7,1240,0,47.5142,1640
700000.0,4,2.5,2770,0,8,2770,0,47.6624,2650
680000.0,3,1.75,1660,0,7,1080,580,47.5843,2060
393820.0,2,2.0,1170,0,7,1170,0,47.6873,1360
525000.0,4,2.75,2470,0,7,1350,1120,47.5631,1500
505000.0,2,1.75,1310,0,7,1110,200,47.679,1510
555565.0,3,2.0,1670,1,7,1670,0,47.6602,2210
650000.0,3,1.75,1660,0,7,1240,420,47.7045,3110
632500.0,5,3.25,3500,0,8,2760,740,47.5444,2820
269000.0,3,2.5,1440,0,7,1440,0,47.3606,1890
405000.0,4,2.75,2360,0,7,1390,970,47.7301,2160
845000.0,3,3.5,3460,0,10,3460,0,47.7262,3350
234000.0,3,1.0,1750,0,7,1750,0,47.3608,1400
638000.0,4,1.75,1470,0,7,1470,0,47.6692,1480
290000.0,3,1.75,1710,0,7,1060,650,47.4678,1180
262000.0,1,0.75,520,0,3,520,0,47.2082,1340
270000.0,4,2.5,2350,0,8,2350,0,47.3494,3010
875000.0,4,2.25,2380,0,9,2240,140,47.6822,1780
299000.0,3,2.25,1920,0,8,1920,0,47.3631,2170
551000.0,3,1.0,1580,0,7,1580,0,47.5286,1580
350000.0,3,2.75,3070,1,7,2360,710,47.4486,2570
1901000.0,3,2.5,2660,2,10,2660,0,47.6501,2660
511718.0,2,1.75,1700,0,6,850,850,47.6787,1690
965000.0,4,3.25,5010,0,9,3710,1300,47.5489,3140
475000.0,4,2.25,2680,0,7,2680,0,47.7539,2460
1062000.0,4,2.75,2720,2,8,1840,880,47.6797,1600
252000.0,2,1.0,940,0,6,940,0,47.4408,1370
580000.0,6,2.5,3596,0,8,1798,1798,47.4388,1894
374950.0,2,2.25,1240,0,8,1000,240,47.5877,1260
739000.0,5,4.0,4660,2,9,2600,2060,47.5135,3380
271000.0,4,1.75,1710,0,7,910,800,47.3967,1730
230000.0,2,1.0,930,0,6,930,0,47.4866,1370
210000.0,3,2.25,1430,0,7,1070,360,47.3239,1430
350000.0,3,2.75,1650,0,7,1650,0,47.4563,1320
491500.0,3,2.25,1560,0,7,1110,450,47.7256,2190
325000.0,3,2.5,1870,0,7,1250,620,47.4639,1380
190000.0,3,2.0,1320,0,7,1320,0,47.3635,1420
658600.0,4,2.0,1400,0,7,1400,0,47.6826,1400
299950.0,3,1.5,1940,0,7,1300,640,47.473,2000
464000.0,5,2.0,2000,0,6,1200,800,47.6028,1330
308000.0,3,1.0,1640,0,6,1640,0,47.5027,1500
625000.0,3,1.0,1020,0,6,1020,0,47.6795,1870
240000.0,3,1.75,1630,0,7,1080,550,47.3729,1280
530000.0,4,2.5,2940,0,9,2940,0,47.3401,2890
1000000.0,5,4.5,2120,4,8,2120,0,47.5488,2870
439000.0,1,1.0,790,0,7,790,0,47.6178,1580
575000.0,4,1.75,2020,0,6,1010,1010,47.7013,1440
418000.0,3,1.75,1530,0,7,1530,0,47.7629,1580
1208000.0,4,3.75,3250,0,9,2940,310,47.639,2340
1100000.0,4,3.75,2930,0,9,2130,800,47.643,1900
1900000.0,3,3.75,3150,0,10,3150,0,47.6387,2510
580000.0,3,2.5,2180,0,9,2180,0,47.733,2630
380000.0,2,1.0,1040,0,7,840,200,47.5285,1930
256000.0,3,1.0,880,0,5,880,0,47.4858,980
349950.0,3,1.0,1400,0,8,1400,0,47.7127,1400
691500.0,4,2.5,2600,0,7,2600,0,47.6944,1790
556000.0,3,1.75,1590,0,7,1190,400,47.6668,1420
218000.0,3,2.25,1610,0,8,1280,330,47.3146,2170
425000.0,4,2.0,1390,0,7,1390,0,47.5552,1900
935000.0,3,3.25,3710,0,10,3710,0,47.693,1680
732000.0,4,1.75,2360,0,9,2360,0,47.5728,2290
805500.0,3,1.0,1440,0,7,1440,0,47.6245,2080
507250.0,3,1.75,1400,2,6,1100,300,47.5659,1500
800000.0,4,2.5,4600,0,10,4600,0,47.6417,4600
600000.0,3,2.25,2100,1,8,2100,0,47.6068,2420
627800.0,4,1.75,2010,0,9,2010,0,47.6446,2200
660000.0,2,2.25,2550,0,7,1860,690,47.6739,2010
153503.0,2,2.5,1240,0,7,1240,0,47.3241,1400
456500.0,3,2.25,2090,0,7,1460,630,47.7334,1960
1306000.0,5,2.5,2770,0,9,2770,0,47.6341,2070
843500.0,3,2.5,3560,0,11,3560,0,47.7126,3290
625000.0,3,1.0,1240,0,7,1240,0,47.667,2060
527000.0,2,1.75,1640,0,7,840,800,47.6645,1980
1965000.0,5,3.75,3940,3,9,3940,0,47.6203,2370
1003000.0,5,2.5,3150,0,9,3150,0,47.6387,3600
855000.0,4,3.0,2550,0,8,1720,830,47.6786,1590
725000.0,4,3.25,3940,3,9,3440,500,47.5157,3420
315000.0,1,1.0,580,0,6,580,0,47.5249,1360
180000.0,3,1.75,1330,0,7,1330,0,47.28,1330
700000.0,2,1.0,930,3,7,930,0,47.5333,1760
476500.0,3,1.0,1060,0,7,1060,0,47.6615,2010
193000.0,3,1.5,1180,0,7,1180,0,47.4327,1460
295000.0,4,2.5,1850,0,7,1850,0,47.3618,1850
363000.0,2,1.0,820,0,6,820,0,47.5483,1320
875000.0,4,2.5,3600,0,11,3600,0,47.7121,3410
257200.0,3,2.0,1850,0,7,1150,700,47.3066,1580
555000.0,3,2.0,2240,0,8,2240,0,47.6371,2200
380000.0,3,2.25,1860,0,7,1860,0,47.1559,1110
282000.0,4,2.75,2390,0,7,2390,0,47.3061,1980
545000.0,4,2.5,2040,0,7,2040,0,47.6952,1380
550000.0,3,1.5,1900,0,7,1640,260,47.6779,2090
921500.0,3,1.5,1900,0,7,1640,260,47.6779,2090
885000.0,3,1.5,2200,0,7,1440,760,47.6308,2440
820000.0,4,2.25,2280,2,8,1960,320,47.6503,1720
289000.0,3,1.0,1090,0,6,1090,0,47.494,1090
334000.0,1,1.0,670,0,7,670,0,47.5624,1170
206000.0,3,1.0,1050,0,5,1050,0,47.3106,970
491950.0,3,2.25,2090,0,7,1440,650,47.6971,1740
430000.0,3,2.5,2030,0,8,2030,0,47.5253,1360
208000.0,3,2.0,1250,0,7,1250,0,47.3684,1540
245000.0,4,2.25,2600,0,8,1390,1210,47.3174,2110
426000.0,2,1.0,640,0,6,640,0,47.6776,1460
400000.0,3,2.5,2120,0,7,2120,0,47.4787,2250
553000.0,3,1.0,1330,0,7,900,430,47.6837,1500
296000.0,2,1.0,750,0,5,750,0,47.6919,1450
428000.0,3,2.5,2230,0,8,2230,0,47.3321,2400
325000.0,4,2.5,1890,0,7,980,910,47.551,1590
294000.0,2,1.0,820,0,6,820,0,47.7512,1580
410000.0,3,1.75,1880,0,7,1380,500,47.5116,1970
590000.0,4,4.25,2360,0,8,2360,0,47.2843,2037
445000.0,3,2.25,1850,0,7,1850,0,47.5669,1650
921000.0,4,2.5,2310,4,8,2010,300,47.6044,2530
496000.0,3,1.5,2520,0,8,2520,0,47.4777,1470
95000.0,2,1.0,800,0,7,800,0,47.4075,1490
359000.0,4,1.75,1580,0,6,790,790,47.5378,1180
452500.0,3,2.5,2430,0,7,1570,860,47.4828,1560
555000.0,4,1.75,2350,0,7,1410,940,47.559,1800
549900.0,5,3.0,3800,0,9,3800,0,47.3488,2580
569000.0,5,3.0,3670,0,8,2060,1610,47.7589,2720
318500.0,4,2.0,1780,0,7,900,880,47.4562,1480
487028.0,2,1.5,1295,0,9,1105,190,47.6192,1295
240000.0,3,1.0,1350,0,7,950,400,47.3784,1470
253000.0,3,2.25,1440,0,7,1440,0,47.3857,1590
380000.0,5,1.75,1320,0,7,1120,200,47.3937,2360
250000.0,2,0.75,700,0,6,700,0,47.3009,2010
368500.0,2,1.75,2510,0,9,2510,0,47.3103,2400
340000.0,3,1.0,3180,0,8,1400,1780,47.1986,2180
400000.0,2,1.0,910,0,7,910,0,47.5427,1060
835000.0,3,2.0,1570,0,8,1570,0,47.68,1760
299000.0,3,2.5,2450,0,8,2450,0,47.3061,1960
1675000.0,6,2.25,4910,0,10,3580,1330,47.6458,3280
265000.0,3,2.0,1570,0,7,1570,0,47.3156,1570
437500.0,4,2.5,2680,0,8,2680,0,47.4956,2640
865000.0,3,1.75,2090,0,7,1610,480,47.657,1280
626000.0,3,2.0,2150,0,8,2150,0,47.5709,2510
247300.0,2,2.0,1140,0,7,1040,100,47.596,1140
2075000.0,4,3.5,4230,0,11,4230,0,47.5954,3980
425000.0,3,1.0,1790,0,8,1790,0,47.5448,1060
905000.0,5,3.5,3100,4,9,1660,1440,47.6134,2700
641250.0,3,2.5,2220,2,10,2220,0,47.6963,2200
675000.0,4,2.5,2370,0,8,2370,0,47.5631,2290
845000.0,4,2.75,4070,0,9,4070,0,47.4843,2970
401500.0,4,1.0,1790,0,7,1260,530,47.7627,1470
395000.0,3,2.5,1610,0,7,1610,0,47.6825,1300
1100000.0,5,2.75,2830,0,7,1630,1200,47.5773,2370
145000.0,3,1.0,1010,0,6,1010,0,47.4762,1740
900000.0,3,1.0,1560,0,8,1390,170,47.6803,1700
374500.0,3,1.5,1330,0,7,1330,0,47.7289,1370
850000.0,4,2.25,2330,0,8,2330,0,47.6044,1880
490000.0,3,1.0,960,0,7,960,0,47.5689,1520
304000.0,3,2.5,1710,0,8,1710,0,47.2635,2220
400000.0,4,2.25,2230,0,7,1300,930,47.7648,2010
454000.0,3,2.0,1700,0,8,1700,0,47.7661,1460
160000.0,2,2.0,1040,0,6,850,190,47.5293,1350
542000.0,3,1.75,1070,0,7,1070,0,47.67,1540
403500.0,5,2.5,3600,0,8,2410,1190,47.4468,2620
418000.0,4,2.5,2750,0,7,2750,0,47.3671,2610
406000.0,4,1.5,1920,1,7,1920,0,47.4029,1920
242500.0,3,2.25,1770,0,7,1340,430,47.3814,1270
425000.0,4,2.5,2460,0,9,2460,0,47.448,2460
613000.0,4,2.0,1550,0,7,1550,0,47.667,1680
189000.0,3,2.0,1460,0,7,1170,290,47.4493,1540
700000.0,4,2.25,2440,0,7,2440,0,47.7061,1720
750000.0,3,1.0,1640,0,7,1440,200,47.6693,1770
494000.0,2,1.0,1290,0,7,1290,0,47.6877,1640
700000.0,4,3.0,3150,0,9,3150,0,47.5972,2970
705000.0,2,2.5,2305,0,8,2305,0,47.7203,1440
356000.0,2,1.75,1060,0,7,1060,0,47.7409,1790
625000.0,3,1.75,2060,0,7,1350,710,47.6659,1850
144975.0,2,1.0,900,0,5,900,0,47.4177,1350
970000.0,4,4.5,3890,3,11,3060,830,47.5426,4170
415000.0,3,1.75,1910,0,7,1340,570,47.7399,1550
485000.0,4,3.0,2340,0,8,1340,1000,47.7306,1440
799950.0,3,3.0,2900,0,10,2900,0,47.6993,2900
783350.0,4,2.5,3290,0,10,3290,0,47.7231,4090
430000.0,1,1.0,630,0,7,630,0,47.6342,1090
2544750.0,5,4.75,5410,0,10,5050,360,47.6306,3750
975000.0,4,2.5,4270,0,10,2680,1590,47.6915,3630
950000.0,3,1.5,1700,0,7,1130,570,47.6304,2920
350000.0,2,1.0,1430,0,7,1150,280,47.7256,1820
637000.0,4,2.75,2850,0,8,2850,0,47.7097,1510
895000.0,3,2.0,2160,0,10,2160,0,47.4806,2760
579000.0,2,2.0,1760,0,7,880,880,47.5658,1760
314900.0,4,1.75,2700,0,7,1380,1320,47.2877,2460
122000.0,2,1.0,860,0,6,860,0,47.2109,1300
405000.0,2,1.0,880,0,7,880,0,47.6868,1300
553650.0,2,2.5,1360,0,8,1050,310,47.6254,1430
369900.0,2,2.5,1770,0,8,1770,0,47.5472,1770
225000.0,3,2.0,2030,0,7,1220,810,47.2718,1980
160000.0,2,1.0,1180,0,6,1180,0,47.4889,1780
449500.0,4,2.0,2430,0,8,1310,1120,47.4116,2220
650000.0,3,1.0,1300,0,7,1300,0,47.6337,1300
542126.0,4,2.5,2360,0,8,2360,0,47.7661,2850
309950.0,3,1.5,1200,0,7,1200,0,47.4752,1210
115000.0,2,1.0,1000,0,5,1000,0,47.2841,1350
221700.0,2,1.5,1556,0,7,1556,0,47.3891,2250
726000.0,3,2.5,1890,0,8,1460,430,47.6642,1010
515000.0,3,1.75,1810,0,7,1010,800,47.5709,1260
756000.0,4,2.5,2730,0,9,2730,0,47.5414,3090
1570000.0,4,3.75,3070,0,9,2400,670,47.633,2940
442000.0,4,2.25,2080,0,8,1220,860,47.6259,2110
260000.0,4,2.0,1620,0,7,1620,0,47.395,1710
390000.0,2,1.75,1150,0,7,770,380,47.6357,1440
459500.0,2,1.0,1250,0,7,850,400,47.6805,1370
330000.0,3,1.5,1430,0,7,1430,0,47.772,1410
189000.0,2,1.0,790,0,6,790,0,47.4873,1110
280000.0,3,1.0,1200,0,7,1200,0,47.3749,1540
400000.0,2,1.75,2110,0,7,2110,0,47.7504,1480
368000.0,4,2.0,3160,0,6,2410,750,47.4937,1020
390000.0,4,1.75,2700,0,8,2700,0,47.454,2220
245000.0,2,1.0,820,0,6,820,0,47.7321,1030
375000.0,4,2.5,1800,0,7,1200,600,47.7463,1780
465000.0,5,1.5,1750,0,6,1390,360,47.6995,1560
445000.0,3,2.0,1540,0,7,1540,0,47.5018,1250
250000.0,3,1.0,1130,0,7,1130,0,47.5239,1170
475500.0,3,1.0,1500,0,8,1500,0,47.7135,1440
672324.0,2,1.75,1600,0,8,1600,0,47.6709,2310
420000.0,3,2.0,1200,0,6,880,320,47.6936,1510
515000.0,3,2.0,1690,0,7,1690,0,47.6801,1690
732350.0,4,2.5,2270,0,9,2270,0,47.6612,2450
297500.0,4,2.5,1910,0,7,1910,0,47.3608,2020
475000.0,3,1.5,1640,0,8,1640,0,47.6869,1490
414000.0,4,2.5,2120,0,7,2120,0,47.7241,2230
357250.0,3,1.5,1400,0,6,1400,0,47.7273,1260
289950.0,2,1.0,760,0,6,760,0,47.7168,950
550000.0,3,1.0,1070,0,6,1070,0,47.5683,1290
446000.0,3,1.75,1460,0,7,960,500,47.7434,1460
279000.0,3,1.5,1280,0,5,1280,0,47.3895,1590
370000.0,3,2.25,1650,0,7,1650,0,47.7729,1890
216000.0,3,2.0,1260,0,6,1260,0,47.4401,1300
1100000.0,3,2.5,2200,1,7,1400,800,47.5809,3050
1280600.0,4,2.5,3560,1,8,2060,1500,47.5657,3680
355000.0,2,1.5,1140,1,7,630,510,47.5707,1500
699000.0,4,2.5,2550,0,9,2550,0,47.6441,2330
412000.0,3,2.5,1553,0,8,1553,0,47.7049,1509
276000.0,2,1.0,1140,0,6,1140,0,47.5265,1110
100000.0,2,1.0,790,0,6,790,0,47.4933,1380
955500.0,4,1.75,2130,0,8,2130,0,47.6427,1900
199000.0,3,1.0,1390,0,7,1390,0,47.4454,1560
762000.0,4,3.5,4000,0,9,4000,0,47.5433,3550
425000.0,4,2.0,1520,0,7,1520,0,47.7357,1520
546000.0,2,1.0,1657,0,7,1657,0,47.5699,2050
419600.0,3,1.75,1680,0,7,1180,500,47.7554,1890
735000.0,4,2.25,2270,0,8,1340,930,47.6528,1800
1234570.0,2,2.5,2470,0,11,1910,560,47.6182,2440
445000.0,2,2.0,1240,0,7,1240,0,47.6793,1660
665000.0,3,2.0,1740,0,8,1740,0,47.4914,2630
1290000.0,5,3.5,4090,0,11,2920,1170,47.7161,1880
508500.0,4,2.75,2520,0,8,1720,800,47.6225,2520
345950.0,5,1.0,1340,0,8,1340,0,47.736,1390
207500.0,3,1.0,1640,0,7,1640,0,47.3256,1200
1075000.0,4,2.5,3000,0,8,1550,1450,47.5347,2380
640000.0,3,1.0,1210,0,8,1210,0,47.6317,1560
329500.0,3,1.0,1810,0,7,1360,450,47.4482,1400
460000.0,4,2.75,2200,0,8,1500,700,47.7713,2120
1230000.0,3,1.75,2200,1,8,2200,0,47.6074,2850
805000.0,5,3.0,2350,3,7,1650,700,47.558,1840
200000.0,3,1.5,1090,0,6,1090,0,47.3425,1230
749700.0,3,1.75,2280,0,8,1460,820,47.4804,2460
288000.0,0,1.5,1430,0,7,1430,0,47.7222,1430
535000.0,2,1.0,1520,0,7,830,690,47.6815,1470
330000.0,3,2.25,1620,2,7,1280,340,47.5048,1620
479200.0,3,2.0,1510,0,7,1510,0,47.5737,1500
373000.0,5,2.5,3001,0,8,3001,0,47.3727,2340
355000.0,4,1.5,2020,0,7,1010,1010,47.5019,1710
275000.0,3,2.0,1380,0,7,1380,0,47.3661,1620
380000.0,3,1.5,1520,0,7,1020,500,47.5284,1660
417000.0,2,1.75,1090,0,7,790,300,47.6677,1390
1165000.0,5,3.75,4220,0,11,4220,0,47.5869,4630
598500.0,3,2.25,2520,0,10,2520,0,47.6381,2510
629000.0,3,2.0,1760,0,7,960,800,47.6408,1380
226950.0,2,1.0,930,0,6,930,0,47.4868,1250
1225000.0,4,2.5,2600,0,9,2200,400,47.7076,2840
415000.0,3,2.25,2180,0,8,1700,480,47.5162,2350
595000.0,3,2.5,1910,0,8,1910,0,47.5491,1940
209950.0,3,1.75,1100,0,6,1100,0,47.3625,1050
568000.0,3,1.75,1760,0,7,1760,0,47.6735,2320
119900.0,2,1.0,700,0,6,480,220,47.4976,1760
207000.0,3,1.0,1080,0,7,1080,0,47.3215,1230
195000.0,3,1.0,1070,0,7,1070,0,47.3278,1880
324950.0,3,1.5,1460,0,7,1460,0,47.4561,1400
210000.0,1,1.0,1050,0,6,1050,0,47.7294,1420
1078000.0,4,2.75,3160,0,9,3160,0,47.6367,1890
325088.0,4,1.0,1400,0,7,1000,400,47.5402,1500
790000.0,4,3.0,3120,0,8,3120,0,47.444,1580
150000.0,2,1.0,720,0,5,720,0,47.422,2010
790000.0,3,3.0,2840,0,10,2840,0,47.469,2070
255000.0,2,1.0,1220,0,6,770,450,47.5727,1540
697000.0,4,3.0,2820,0,7,1860,960,47.6813,1570
457500.0,2,1.0,840,0,7,840,0,47.6803,1240
690000.0,3,2.0,1610,0,8,1610,0,47.6825,1740
967000.0,4,3.25,1860,0,9,1860,0,47.6785,1860
980000.0,4,1.75,2260,1,9,2260,0,47.5498,2880
619420.0,4,2.75,2450,0,9,2450,0,47.5261,2330
389000.0,2,1.0,850,0,6,850,0,47.6742,1460
500000.0,3,1.0,1800,0,7,1020,780,47.5616,1740
569000.0,4,1.75,1230,1,7,1090,140,47.5808,2380
425000.0,4,2.25,2060,0,7,1540,520,47.734,1560
635000.0,4,2.25,2750,0,8,1500,1250,47.5691,1740
256500.0,2,1.0,1120,0,6,1120,0,47.3735,1540
695000.0,4,2.5,3010,0,8,3010,0,47.7389,2810
535000.0,4,1.5,1580,0,7,1390,190,47.6735,1580
454200.0,4,2.5,2630,0,8,2630,0,47.4977,2630
418500.0,2,1.0,790,0,6,790,0,47.6973,1460
749950.0,4,2.75,3110,0,9,3110,0,47.7355,2790
338500.0,3,1.75,2130,0,8,1370,760,47.4489,1750
1250000.0,4,3.75,4520,2,10,3270,1250,47.5897,3380
299950.0,3,2.5,1600,0,8,1600,0,47.339,1890
325000.0,4,1.75,1950,0,7,1330,620,47.4999,1760
434000.0,4,3.0,2010,0,8,2010,0,47.7688,2090
328950.0,4,1.75,2550,0,7,1300,1250,47.4286,2220
2095000.0,5,3.75,5340,3,10,3740,1600,47.5795,3910
570000.0,4,2.0,2000,0,8,2000,0,47.5851,2420
802000.0,3,2.25,2170,0,8,2170,0,47.6937,1700
525000.0,3,1.0,1550,0,7,1550,0,47.6572,2370
700000.0,6,3.0,2790,0,8,2790,0,47.627,2590
350000.0,3,1.75,1980,0,6,1040,940,47.4012,2180
277500.0,2,1.5,1190,0,7,1190,0,47.7274,1390
1575000.0,5,2.75,3650,0,10,2360,1290,47.6215,3220
195000.0,3,1.0,1510,0,6,1510,0,47.2052,1210
222000.0,3,2.0,1200,0,7,1200,0,47.325,1430
865000.0,5,3.0,2830,0,8,1500,1330,47.5743,2260
445000.0,4,2.0,1650,0,7,1000,650,47.5834,1540
495800.0,4,1.5,1710,0,7,1710,0,47.6847,1740
548500.0,3,1.0,1740,0,7,1740,0,47.6059,1720
310000.0,3,1.75,1840,0,7,1220,620,47.429,1590
205000.0,3,1.5,1820,0,7,1820,0,47.4479,1740
470000.0,5,3.75,3860,0,7,3860,0,47.3694,3000
430000.0,3,1.5,1810,0,7,1810,0,47.3392,2480
310000.0,2,2.0,1030,0,7,1030,0,47.7263,1439
355000.0,4,1.0,1410,0,7,1410,0,47.7604,1330
621500.0,5,2.5,2140,2,8,1370,770,47.4797,2600
175000.0,6,1.5,1930,0,7,1030,900,47.4869,1780
326000.0,6,1.5,1930,0,7,1030,900,47.4869,1780
690000.0,4,3.5,1930,2,7,1930,0,47.5679,1500
335000.0,4,2.5,2210,0,8,2210,0,47.3554,2270
197000.0,4,1.0,1360,0,7,1360,0,47.4551,1340
312500.0,3,1.75,1830,0,7,930,900,47.4667,1790
436000.0,3,2.25,2120,0,7,1420,700,47.7461,1880
1015000.0,4,2.5,2700,0,8,2700,0,47.6734,2080
805000.0,4,2.5,3160,1,9,2250,910,47.5672,3460
652427.0,4,2.25,2770,0,8,2770,0,47.6268,2400
1008000.0,3,2.5,2240,0,9,2240,0,47.6483,2900
355000.0,4,2.5,2570,0,9,2570,0,47.3324,2520
334550.0,2,1.0,880,0,7,880,0,47.7436,1960
557500.0,3,2.25,1820,0,8,1820,0,47.6382,2160
277500.0,4,2.25,1660,0,7,1110,550,47.4678,1640
300000.0,4,3.0,2200,0,6,2200,0,47.4476,1430
325000.0,4,1.0,1640,0,7,1460,180,47.7017,1230
402500.0,4,2.0,1650,0,7,760,890,47.5803,1480
461000.0,3,1.75,1420,0,7,1420,0,47.6151,2250
540000.0,3,1.0,1270,0,7,1270,0,47.6896,1270
